"Time","Amount","Legend","DrugMass","NormalizedAmount"
0,0,"Raltegravir - Lumen",56.2535622568299,0
0.05,11.2333380256461,"Raltegravir - Lumen",56.2535622568299,0.199691140880278
0.1,11.2044825906355,"Raltegravir - Lumen",56.2535622568299,0.199178187853786
0.15,10.7361949769156,"Raltegravir - Lumen",56.2535622568299,0.190853601908777
0.2,10.0004401424985,"Raltegravir - Lumen",56.2535622568299,0.177774344260026
0.25,9.10714604532609,"Raltegravir - Lumen",56.2535622568299,0.161894565960938
0.3,8.14282663440602,"Raltegravir - Lumen",56.2535622568299,0.144752195376167
0.35,7.17345740288958,"Raltegravir - Lumen",56.2535622568299,0.127520055887992
0.4,6.24584604145999,"Raltegravir - Lumen",56.2535622568299,0.111030231524612
0.45,5.38995739645007,"Raltegravir - Lumen",56.2535622568299,0.095815396931519
0.5,4.62197199198744,"Raltegravir - Lumen",56.2535622568299,0.0821631876553075
0.55,3.94764991467042,"Raltegravir - Lumen",56.2535622568299,0.0701759987509257
0.6,3.36548763829961,"Raltegravir - Lumen",56.2535622568299,0.059827102556354
0.65,2.86941215041501,"Raltegravir - Lumen",56.2535622568299,0.0510085412424994
0.7,2.450875962895,"Raltegravir - Lumen",56.2535622568299,0.0435683690875493
0.75,2.10035326550014,"Raltegravir - Lumen",56.2535622568299,0.0373372490778595
0.8,1.80832308298932,"Raltegravir - Lumen",56.2535622568299,0.0321459301498683
0.85,1.56587737357708,"Raltegravir - Lumen",56.2535622568299,0.0278360571447538
0.9,1.36501884663364,"Raltegravir - Lumen",56.2535622568299,0.0242654650100476
0.95,1.19875855267324,"Raltegravir - Lumen",56.2535622568299,0.0213099136228959
1,1.06111076505404,"Raltegravir - Lumen",56.2535622568299,0.0188629968038195
1.05,0.947033841090322,"Raltegravir - Lumen",56.2535622568299,0.0168350910252859
1.1,0.852331165833299,"Raltegravir - Lumen",56.2535622568299,0.0151515945237729
1.15,0.773528651153427,"Raltegravir - Lumen",56.2535622568299,0.0137507496435839
1.2,0.70776613339647,"Raltegravir - Lumen",56.2535622568299,0.0125817122507746
1.25,0.652700607760107,"Raltegravir - Lumen",56.2535622568299,0.0116028315643399
1.3,0.606417531946585,"Raltegravir - Lumen",56.2535622568299,0.0107800734321133
1.35,0.567352955228825,"Raltegravir - Lumen",56.2535622568299,0.0100856360462744
1.4,0.534230449515462,"Raltegravir - Lumen",56.2535622568299,0.00949682878883994
1.45,0.506008925839549,"Raltegravir - Lumen",56.2535622568299,0.00899514458354346
1.5,0.481838508261919,"Raltegravir - Lumen",56.2535622568299,0.00856547548157127
1.55,0.461024772429404,"Raltegravir - Lumen",56.2535622568299,0.00819547694285671
1.6,0.442999476043063,"Raltegravir - Lumen",56.2535622568299,0.00787504752179987
1.65,0.427297283151844,"Raltegravir - Lumen",56.2535622568299,0.0075959151031358
1.7,0.41353670263959,"Raltegravir - Lumen",56.2535622568299,0.00735129805205147
1.75,0.401404185732765,"Raltegravir - Lumen",56.2535622568299,0.00713562252111474
1.8,0.390640625859348,"Raltegravir - Lumen",56.2535622568299,0.00694428246296383
1.85,0.38103212109165,"Raltegravir - Lumen",56.2535622568299,0.00677347541746812
1.9,0.372402398356044,"Raltegravir - Lumen",56.2535622568299,0.00662006783954077
1.95,0.364605787842478,"Raltegravir - Lumen",56.2535622568299,0.00648147020766157
2,0.357521280723162,"Raltegravir - Lumen",56.2535622568299,0.00635553139000996
2.25,0.329773685210228,"Raltegravir - Lumen",56.2535622568299,0.00586227204073976
2.5,0.31000808634235,"Raltegravir - Lumen",56.2535622568299,0.00551090586809391
2.75,0.294750802079136,"Raltegravir - Lumen",56.2535622568299,0.00523968243528168
3,0.282396707864564,"Raltegravir - Lumen",56.2535622568299,0.00502006800165401
3.25,0.272129823521254,"Raltegravir - Lumen",56.2535622568299,0.00483755717155875
3.5,0.263484973833101,"Raltegravir - Lumen",56.2535622568299,0.00468388068706015
3.75,0.256164843215856,"Raltegravir - Lumen",56.2535622568299,0.00455375327248284
4,0.249957512804258,"Raltegravir - Lumen",56.2535622568299,0.00444340771990684
4.25,0.244699236024189,"Raltegravir - Lumen",56.2535622568299,0.00434993316346788
4.5,0.240257140187168,"Raltegravir - Lumen",56.2535622568299,0.00427096757162251
4.75,0.236516988627045,"Raltegravir - Lumen",56.2535622568299,0.00420448019891094
5,0.233377935040608,"Raltegravir - Lumen",56.2535622568299,0.00414867833569549
5.25,0.230750169247131,"Raltegravir - Lumen",56.2535622568299,0.00410196545764734
5.5,0.228552466577639,"Raltegravir - Lumen",56.2535622568299,0.00406289766209232
5.75,0.226711115605212,"Raltegravir - Lumen",56.2535622568299,0.00403016460664563
6,0.225159404355509,"Raltegravir - Lumen",56.2535622568299,0.00400258037575516
6.25,0.223836933678285,"Raltegravir - Lumen",56.2535622568299,0.00397907127474596
6.5,0.222689273009564,"Raltegravir - Lumen",56.2535622568299,0.00395866971042402
6.75,0.221667752428857,"Raltegravir - Lumen",56.2535622568299,0.00394051049454995
7,0.220729109079457,"Raltegravir - Lumen",56.2535622568299,0.00392382455837555
7.25,0.219835228110014,"Raltegravir - Lumen",56.2535622568299,0.00390793434745234
