"Time","Fraction dissolved","Fraction absorbed to mucosa","Fraction absorbed to portal vein","Fraction absorbed to venous blood","Fraction excrected to feces"
0,0,0,0,0,0
6,0.358386725187302,0.020762711763382,0.0130547002040823,0.00731038355481651,8.62042882639157e-21
12,0.373781353235245,0.0706763118505478,0.0544242401639816,0.0400670384336824,1.7396533069915e-17
18,0.382631957530975,0.134796679019928,0.112487642716194,0.091151094306764,1.22461545942656e-15
24,0.388837307691574,0.198026567697525,0.172116079886883,0.146530738011192,2.23659354654359e-14
30,0.393605977296829,0.251890510320663,0.223790261194946,0.196076765612152,1.96740735682044e-13
36,0.397472351789474,0.29389214515686,0.264231813484957,0.235623798372542,1.09648911044563e-12
42,0.400719791650772,0.324977934360504,0.294025825521017,0.265094302182408,4.47348148108206e-12
48,0.403516590595245,0.347372621297836,0.315302335987086,0.286253694024496,1.4558873204229e-11
54,0.40597078204155,0.363364815711975,0.33033984430211,0.30122534576186,3.99398743244905e-11
60,0.408155828714371,0.374834209680557,0.34101354960302,0.311832266300891,9.59198206973433e-11
66,0.410123914480209,0.383174508810043,0.348700262721568,0.319440505469981,2.07125414042331e-10
72,0.41191354393959,0.38936573266983,0.354355479380877,0.325008220634676,4.10186939969748e-10
78,0.413553774356842,0.394078820943832,0.358625720154098,0.329186026550577,7.5617856420962e-10
84,0.415067136287689,0.39776736497879,0.361943605772718,0.332410485553397,1.31272615000455e-09
90,0.416471511125565,0.400737255811691,0.364598093970861,0.334973055964882,2.16563367239075e-09
96,0.417781174182892,0.403195321559906,0.366783302399096,0.337069112086841,3.41999095709866e-09
102,0.419007867574692,0.405282258987427,0.368630355091248,0.338830536605956,5.2007473883009e-09
108,0.420161247253418,0.407094866037369,0.370228951092243,0.34034723200479,7.65279750680747e-09
114,0.421249389648438,0.408700436353683,0.371641028686081,0.341681111137637,1.09406039783266e-08
120,0.422279119491577,0.410146147012711,0.372910051476319,0.342875482910686,1.52474175507678e-08
126,0.423256278038025,0.411465674638748,0.374066751261047,0.343960894756667,2.07741894797664e-08
132,0.424185812473297,0.412683397531509,0.375133323934154,0.344959262842717,2.77382099511669e-08
138,0.42507204413414,0.413817226886749,0.37612593431124,0.345886679933607,3.63715351170413e-08
144,0.425918757915497,0.414880573749542,0.377056686931726,0.346754911506029,4.69192826813014e-08
150,0.42672923207283,0.4158835709095,0.377934728012722,0.347572938484013,5.96378129102959e-08
156,0.427506357431412,0.416834145784378,0.378767050723013,0.348347567551843,7.47928723399127e-08
162,0.428252726793289,0.417738437652588,0.379559207214784,0.349084204640901,9.26577001791884e-08
168,0.428970634937286,0.418601483106613,0.38031553325268,0.349787085916157,1.13511205768191e-07
174,0.429662078619003,0.419427275657654,0.381039686475889,0.350459667698304,1.37636106956052e-07
180,0.430328905582428,0.42021918296814,0.381734540441039,0.351104702752871,1.65317231903828e-07
186,0.430972784757614,0.42098006606102,0.382402633880312,0.351724645046358,1.96839877730781e-07
192,0.431595176458359,0.421712309122086,0.383045996931797,0.352321435712889,2.32488190476943e-07
198,0.432197451591492,0.422417998313904,0.383666485963935,0.352896820925518,2.72543843493622e-07
204,0.432780832052231,0.42309895157814,0.384265656426994,0.353452309513387,3.17284587936228e-07
