"Population","N","5<sup>th</sup> pctl","25<sup>th</sup> pctl","50<sup>th</sup> pctl","75<sup>th</sup> pctl","95<sup>th</sup> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",500,0.908220907931946,0.910409987022185,0.980193696553505,0.996930379238745,1.07276379285509,0.985526503844002,1.24076405865735,0,NA
