"Population","N","5<sup>th</sup> pctl","25<sup>th</sup> pctl","50<sup>th</sup> pctl","75<sup>th</sup> pctl","95<sup>th</sup> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",500,0.85728548763457,0.872228647877428,0.924543426699529,0.942057050128915,0.995807670856105,0.923896987352909,1.07837730230792,0.913853450264428,1.03651296972352
