"Population","N","5<sup>th</sup> pctl","25<sup>th</sup> pctl","50<sup>th</sup> pctl","75<sup>th</sup> pctl","95<sup>th</sup> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",500,0.368573581400921,0.423066454167281,0.45034676992609,0.485754872926601,0.672687867466716,0.496339619929444,1.01863901368247,0.46560677161699,1.19836111980326
