"Population","N","5<sup>th</sup> pctl","25<sup>th</sup> pctl","50<sup>th</sup> pctl","75<sup>th</sup> pctl","95<sup>th</sup> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",497,0.394808149737116,0.385804908865173,0.424023387598269,0.425909515355504,0.462474359115576,0.446210123189375,0.650443035753024,0.420652298334283,1.09110307978758
