"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,3,0.01231543
0,6,0.1543663
0,9,0.4810678
0,12,0.9674895
0,15,1.564605
0,18,2.211906
0,21,2.852765
0,24,3.443318
0,27,3.95479
0,30,4.372332
0,33,4.692225
0,36,4.918665
0,39,5.06075
0,42,5.130079
0,45,5.138974
0,48,5.09931
0,51,5.021852
0,54,4.915943
0,57,4.789435
0,60,4.648762
0,63,4.499084
0,66,4.344461
0,69,4.188031
0,72,4.03217
0,75,3.878652
0,78,3.728764
0,81,3.583411
0,84,3.443194
0,87,3.308476
0,90,3.179443
0,93,3.056151
0,96,2.938558
0,99,2.826553
0,102,2.71997
0,105,2.618615
0,108,2.522265
0,111,2.43069
0,114,2.343651
0,117,2.26091
0,120,2.182233
0,135,1.842154
0,150,1.5736
0,165,1.358014
0,180,1.182158
0,195,1.036671
0,210,0.914871
0,225,0.8118905
0,240,0.7241117
0,255,0.6487802
0,270,0.5837573
0,285,0.5273481
0,300,0.4781907
0,315,0.435179
0,330,0.3974059
0,345,0.3641178
0,360,0.3346851
0,375,0.3085802
0,390,0.2853577
0,405,0.2646396
0,420,0.2461044
0,435,0.2294773
0,450,0.2145229
0,465,0.2010384
0,480,0.188849
0,495,0.1778034
0,510,0.1677701
0,525,0.1586348
0,540,0.1502978
0,555,0.1426718
0,570,0.1356802
0,585,0.1292557
0,600,0.1233392
0,615,0.1178783
0,630,0.1128269
0,645,0.1081439
0,660,0.103793
0,675,0.09974211
0,690,0.09596238
0,705,0.09242826
0,720,0.08911695
0,735,0.08600808
0,750,0.08308347
0,765,0.0803268
0,780,0.07772352
0,795,0.07526053
0,810,0.0729261
0,825,0.07070972
0,840,0.06860193
0,855,0.06659422
0,870,0.06467894
0,885,0.0628492
0,900,0.06109877
0,915,0.05942205
0,930,0.05781396
0,945,0.05626993
0,960,0.05478581
0,975,0.05335782
0,990,0.05198255
0,1005,0.05065689
0,1020,0.04937802
0,1035,0.04814334
0,1050,0.04695049
0,1065,0.04579731
0,1080,0.04468182
0,1095,0.04360218
0,1110,0.04255672
0,1125,0.04154386
0,1140,0.04056218
0,1155,0.03961032
0,1170,0.03868705
0,1185,0.03779119
0,1200,0.03692165
0,1215,0.03607741
0,1230,0.03525751
0,1245,0.03446105
0,1260,0.03368715
0,1275,0.03293502
0,1290,0.03220388
0,1305,0.03149299
0,1320,0.03080167
0,1335,0.03012925
0,1350,0.02947508
0,1365,0.02883856
0,1380,0.02821911
0,1395,0.02761617
0,1410,0.02702919
0,1425,0.02645767
0,1440,0.0259011
0,1455,0.025359
0,1470,0.02483092
0,1485,0.02431641
0,1500,0.02381503
0,1515,0.02332637
0,1530,0.02285005
0,1545,0.02238565
0,1560,0.02193282
0,1575,0.0214912
0,1590,0.02106043
0,1605,0.02064018
0,1620,0.02023013
0,1635,0.01982995
0,1650,0.01943935
0,1665,0.01905804
0,1680,0.01868573
0,1695,0.01832215
0,1710,0.01796703
0,1725,0.01762013
0,1740,0.01728118
0,1755,0.01694997
0,1770,0.01662625
0,1785,0.0163098
0,1800,0.01600042
0,1815,0.01569789
0,1830,0.01540202
0,1845,0.01511261
0,1860,0.01482948
0,1875,0.01455245
0,1890,0.01428135
0,1905,0.01401601
0,1920,0.01375627
0,1935,0.01350197
0,1950,0.01325297
0,1965,0.01300912
0,1980,0.01277028
0,1995,0.01253633
0,2010,0.01230711
0,2025,0.01208253
0,2040,0.01186245
0,2055,0.01164675
0,2070,0.01143533
0,2085,0.01122807
0,2100,0.01102487
0,2115,0.01082564
0,2130,0.01063026
0,2145,0.01043866
0,2160,0.01025073
0,2175,0.01006639
0,2190,0.00988555
0,2205,0.009708134
0,2220,0.00953406
0,2235,0.009363252
0,2250,0.009195633
0,2265,0.009031133
0,2280,0.008869682
0,2295,0.008711211
0,2310,0.008555656
0,2325,0.008402954
0,2340,0.008253042
0,2355,0.008105861
0,2370,0.007961354
0,2385,0.007819464
0,2400,0.007680138
0,2415,0.007543322
0,2430,0.007408965
0,2445,0.007277017
0,2460,0.007147431
0,2475,0.007020158
0,2490,0.006895153
0,2505,0.006772372
0,2520,0.006651771
0,2535,0.006533308
0,2550,0.006416942
0,2565,0.006302633
0,2580,0.006190343
0,2595,0.006080032
0,2610,0.005971665
0,2625,0.005865205
0,2640,0.005760616
0,2655,0.005657864
0,2670,0.005556916
0,2685,0.005457739
0,2700,0.005360301
0,2715,0.00526457
0,2730,0.005170515
0,2745,0.005078108
0,2760,0.004987318
0,2775,0.004898117
0,2790,0.004810477
0,2805,0.00472437
0,2820,0.004639769
0,2835,0.004556649
0,2850,0.004474983
0,2865,0.004394746
0,2880,0.004315913
