"Time","Fraction dissolved","Fraction absorbed to mucosa","Fraction absorbed to portal vein","Fraction absorbed to venous blood","Fraction excrected to feces"
0,0,0,0,0,0
3,0.148660957813263,0.00258649117313325,0.00112164244933723,0.00035675093237906,6.97385272578924e-26
6,0.156654953956604,0.00896428618580103,0.00544923894877868,0.00306047108221468,1.90367850539062e-22
9,0.161363199353218,0.0185920987278223,0.0127263059647629,0.00856892092949901,1.68080596310718e-20
12,0.16472302377224,0.0307819154113531,0.0224997234976013,0.0165827902779546,3.75025026468972e-19
15,0.167339354753494,0.044580977410078,0.0340082620299066,0.0265125885080925,4.02002788024595e-18
18,0.169482633471489,0.0590595416724682,0.046412980969418,0.0376056369234984,2.67502335340218e-17
21,0.171299248933792,0.0734472945332527,0.0589766203317593,0.0491358703050433,1.29019926176877e-16
24,0.172875672578812,0.0871754363179207,0.0711290327612314,0.0605102752244638,4.89246283273643e-16
27,0.174268364906311,0.0998717918992043,0.0824789128496435,0.0712969223203648,1.55324317301667e-15
30,0.17551626265049,0.111332044005394,0.0927974811993955,0.0812195909619497,4.30742342293587e-15
33,0.176646664738655,0.121485471725464,0.101983850225294,0.0901360040707535,1.06534357683795e-14
36,0.177679717540741,0.130354911088943,0.110034373413648,0.0980050200931249,2.39953574994759e-14
39,0.178631007671356,0.13802196085453,0.117008403165361,0.10485602729109,5.00363537766797e-14
42,0.179512605071068,0.144601374864578,0.122999517614893,0.110761487078309,9.77424182715091e-14
45,0.180334120988846,0.150221034884453,0.128118202471591,0.115818754959954,1.80582016896282e-13
48,0.181103244423866,0.155009537935257,0.132478139111024,0.120131999482907,3.17893037197689e-13
51,0.181826293468475,0.159088119864464,0.136188074486483,0.12380330925612,5.36425558920334e-13
54,0.182508498430252,0.16256608068943,0.139347290403268,0.126928103948498,8.7209910517097e-13
57,0.183154284954071,0.165539532899857,0.142043537355186,0.129591986303373,1.37176034420428e-12
60,0.183767348527908,0.168091118335724,0.144352575730292,0.131869769452302,2.09501469991547e-12
63,0.184350863099098,0.170290976762772,0.1463388338045,0.133825262881718,3.11589751396391e-12
66,0.184907555580139,0.172197848558426,0.148056454597756,0.135512211212863,4.52471610526417e-12
69,0.1854397803545,0.173860639333725,0.149550594908123,0.136975625022996,6.42993644439649e-12
72,0.185949623584747,0.1753199249506,0.150858805932822,0.138253006769072,8.95984068188804e-12
75,0.186438903212547,0.176609322428703,0.15201199959702,0.139375383869498,1.22639433330907e-11
78,0.18690924346447,0.177756607532501,0.153035485873854,0.140368359798588,1.65141303409833e-11
81,0.187362030148506,0.178784564137459,0.153950165861419,0.14125301472194,2.19058243766668e-11
84,0.18779855966568,0.179711982607841,0.154773265005914,0.142046716068269,2.86590230713646e-11
87,0.188219949603081,0.180554285645485,0.155519062086507,0.142763752152885,3.70191030607536e-11
90,0.188627228140831,0.181324228644371,0.156199417941284,0.143415895869478,4.72573924437114e-11
93,0.189021319150925,0.182032391428947,0.15682405943228,0.144012879377936,5.96715524214808e-11
96,0.189403042197227,0.182687535881996,0.157401018107884,0.144562733167079,7.45858097506158e-11
99,0.18977315723896,0.183296978473663,0.157936920525306,0.145072199287358,9.23509602124284e-11
102,0.190132364630699,0.183866754174232,0.158437254202896,0.145546762078411,1.13344326979625e-10
105,0.190481275320053,0.18440192937851,0.158906647346905,0.145991021138071,1.37969330404886e-10
108,0.190820470452309,0.184906765818596,0.159348940902308,0.146408814232599,1.66655356181877e-10
111,0.191150486469269,0.185384765267372,0.159767422718004,0.146803284049664,1.99856770022322e-10
114,0.191471800208092,0.185839042067528,0.160164824368103,0.147177244809916,2.38053105006131e-10
117,0.191784873604774,0.186272159218788,0.160543518232136,0.147532991544201,2.81747181141156e-10
120,0.192090108990669,0.186686366796494,0.160905410478382,0.147872559688463,3.3146518862992e-10
135,0.193511366844177,0.188530281186104,0.16251432882033,0.149377910260303,6.90301149575134e-10
150,0.194784432649612,0.190093874931335,0.163877781640133,0.1506492715238,1.2899783463638e-09
165,0.195937424898148,0.191459447145462,0.16506938899237,0.151757768243762,2.21540763511996e-09
180,0.196991160511971,0.192673787474632,0.16613021137351,0.152743190490995,3.55707885368872e-09
195,0.197961449623108,0.193767011165619,0.167086248537431,0.15363051871205,5.40744071741983e-09
210,0.198860600590706,0.194759860634804,0.167955603255142,0.154436831072752,7.85783349499525e-09
225,0.199698403477669,0.19566747546196,0.168751487317788,0.155174634749512,1.09961346694831e-08
240,0.200482711195946,0.196501895785332,0.169484278164016,0.155853613161953,1.49051704312342e-08
255,0.201219975948334,0.197272747755051,0.17016229130725,0.156481583825118,1.96618863412823e-08
270,0.201915562152863,0.197988018393517,0.170792393827323,0.157064965620292,2.53371990055484e-08
285,0.20257394015789,0.19865445792675,0.171380435615878,0.157609201563847,3.19964357231584e-08
300,0.203198924660683,0.199277848005295,0.171931421026879,0.158118958006587,3.97002644092481e-08
