"Population","N","5<sup>th</sup> pctl","25<sup>th</sup> pctl","50<sup>th</sup> pctl","75<sup>th</sup> pctl","95<sup>th</sup> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",500,1.18393046431988,1.18678426982326,1.27775279252884,1.29956957380751,1.39842406419119,1.28470420991658,1.61742434644094,0,NA
