"Population","N","5<sup>th</sup> pctl","25<sup>th</sup> pctl","50<sup>th</sup> pctl","75<sup>th</sup> pctl","95<sup>th</sup> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",500,0.480461828107526,0.551497396423347,0.587059289581408,0.633216231141454,0.876896843230599,0.647014157388996,1.32786878441507,0.606951693053659,1.19836114148246
