"Population","N","5<sup>th</sup> pctl","25<sup>th</sup> pctl","50<sup>th</sup> pctl","75<sup>th</sup> pctl","95<sup>th</sup> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",497,0.931839997780761,1.00089341966688,1.01904571291108,1.08778826441486,1.0905106237728,1.0319695629757,1.13414054780854,1.02158958976641,1.04049268064904
