"Population","N","5<sup>th</sup> pctl","25<sup>th</sup> pctl","50<sup>th</sup> pctl","75<sup>th</sup> pctl","95<sup>th</sup> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",497,0.876411132888865,0.959625322677987,1.02399089384095,1.09492539099501,1.53925683267427,1.15162054305341,3.61523613866378,1.06007478823923,1.19119896840938
