"Population","N","5<U+1D57><U+02B0> pctl","25<U+1D57><U+02B0> pctl","50<U+1D57><U+02B0> pctl","75<U+1D57><U+02B0> pctl","95<U+1D57><U+02B0> pctl","Mean","SD","Geo Mean","Geo SD"
"Larson 2013 8y-18y 400mg FCT meal",500,86.630504886974,133.654369134412,189.560817523255,263.51473409491,448.022938261835,218.903216898142,129.116056167553,191.121988927687,1.66636654846028
"Filmcoated_tablet_400mg_sd",100,19.5748381226525,25.796219684271,32.3482380847635,41.9136512055062,62.6756285922485,35.3857691875916,14.2064356875939,33.0104647834175,1.44411287933596
